Sale_Date,Product_Name,Category,Unit_Price,Is_Promotion,Sales_Volume,Lost_Sales,Stock_Quantity,Reorder_Level,Reorder_Quantity,Reorder_Triggered,Days_To_Expiry,Expiration_Date,Status,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday_Period,Inventory_Turnover_Rate
2023-06-23,Ground Beef 500g,Meat,4.99,False,36,0,283,245,1050,False,4,2023-06-27,In Stock,Friday,6,2023,False,False,0.1272
2023-06-23,Pork Chops 400g,Meat,4.49,False,25,0,279,140,600,False,5,2023-06-28,In Stock,Friday,6,2023,False,False,0.0896
2023-06-23,Salmon Fillet 300g,Meat,7.99,False,33,0,359,175,750,False,3,2023-06-26,In Stock,Friday,6,2023,False,False,0.0919
2023-06-23,Turkey Slices 200g,Meat,3.99,False,17,0,200,126,540,False,7,2023-06-30,In Stock,Friday,6,2023,False,False,0.085
2023-06-23,Apples 1kg,Produce,2.49,False,57,0,1155,350,1500,False,21,2023-07-14,In Stock,Friday,6,2023,False,False,0.0494
2023-06-23,Bananas 1kg,Produce,1.29,False,71,0,1465,420,1800,False,7,2023-06-30,In Stock,Friday,6,2023,False,False,0.0485
2023-06-23,Broccoli 400g,Produce,1.99,False,40,0,780,245,1050,False,7,2023-06-30,In Stock,Friday,6,2023,False,False,0.0513
2023-06-23,Carrots 1kg,Produce,1.49,False,54,0,978,280,1200,False,21,2023-07-14,In Stock,Friday,6,2023,False,False,0.0552
2023-06-23,Spinach 200g,Produce,2.29,False,36,0,685,196,840,False,5,2023-06-28,In Stock,Friday,6,2023,False,False,0.0526
2023-06-23,Tomatoes 500g,Produce,2.19,False,50,0,920,294,1260,False,10,2023-07-03,In Stock,Friday,6,2023,False,False,0.0543
2023-06-23,Strawberries 250g,Produce,3.49,False,42,0,813,210,900,False,5,2023-06-28,In Stock,Friday,6,2023,False,False,0.0517
2023-06-23,Frozen Pizza,Frozen,4.99,False,50,0,1119,224,960,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0447
2023-06-23,Frozen Peas 500g,Frozen,1.79,False,44,0,988,196,840,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0445
2023-06-23,Ice Cream 1L,Frozen,3.99,False,31,0,1149,245,1050,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.027
2023-06-23,Frozen Chips 750g,Frozen,2.49,False,54,0,1276,280,1200,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0423
2023-06-23,Frozen Berries 400g,Frozen,3.29,False,27,0,727,154,660,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0371
2023-06-23,Orange Juice 1L,Beverages,2.99,False,63,0,1315,315,1350,False,14,2023-07-07,In Stock,Friday,6,2023,False,False,0.0479
2023-06-23,Sparkling Water 1.5L,Beverages,0.99,False,71,0,1593,385,1650,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0446
2023-06-23,Cola 2L,Beverages,1.99,False,83,0,1520,420,1800,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0546
2023-06-23,Coffee Beans 250g,Beverages,6.99,False,28,0,695,140,600,False,180,2023-12-20,In Stock,Friday,6,2023,False,False,0.0403
2023-06-23,Green Tea 20pk,Beverages,2.49,False,22,0,568,126,540,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.0387
2023-06-23,Pasta 500g,Pantry,1.29,False,41,0,1217,336,1440,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.0337
2023-06-23,Rice 1kg,Pantry,1.99,False,38,0,1123,294,1260,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.0338
2023-06-23,Olive Oil 500ml,Pantry,5.49,False,22,0,611,154,660,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.036
2023-06-23,Tomato Sauce 400g,Pantry,1.49,False,41,0,999,266,1140,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.041
2023-06-23,Cornflakes 500g,Pantry,2.99,False,33,0,798,210,900,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0414
2023-06-23,Peanut Butter 340g,Pantry,2.79,False,22,0,703,175,750,False,365,2024-06-22,In Stock,Friday,6,2023,False,False,0.0313
2023-06-23,Honey 340g,Pantry,3.99,False,18,0,590,126,540,False,730,2025-06-22,In Stock,Friday,6,2023,False,False,0.0305
2023-06-23,Canned Tuna 185g,Pantry,1.99,False,36,0,747,224,960,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0482
2023-06-23,Shampoo 300ml,Personal Care,4.24,True,22,0,354,105,450,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0621
2023-06-23,Hand Soap 250ml,Personal Care,2.49,False,23,0,421,140,600,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0546
2023-06-23,Toothpaste 100ml,Personal Care,2.99,False,21,0,426,126,540,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0493
2023-06-23,Laundry Detergent 1kg,Household,7.99,False,12,0,358,84,360,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0335
2023-06-23,Dish Soap 500ml,Household,2.29,False,19,0,555,154,660,False,1095,2026-06-22,In Stock,Friday,6,2023,False,False,0.0342
2023-06-24,Whole Milk 1L,Dairy,1.61,True,59,0,1083,315,1350,False,14,2023-07-08,In Stock,Saturday,6,2023,True,False,0.0545
2023-06-24,Cheddar Cheese 200g,Dairy,3.49,False,32,0,662,154,660,False,30,2023-07-24,In Stock,Saturday,6,2023,True,False,0.0483
2023-06-24,Greek Yogurt 500g,Dairy,2.79,False,43,0,756,210,900,False,21,2023-07-15,In Stock,Saturday,6,2023,True,False,0.0569
2023-06-24,Butter 250g,Dairy,2.99,False,22,0,504,126,540,False,60,2023-08-23,In Stock,Saturday,6,2023,True,False,0.0437
2023-06-24,Eggs 12pk,Dairy,3.29,False,51,0,1074,266,1140,False,28,2023-07-22,In Stock,Saturday,6,2023,True,False,0.0475
2023-06-24,White Bread,Bakery,1.99,False,57,0,1300,385,1650,False,7,2023-07-01,In Stock,Saturday,6,2023,True,False,0.0438
2023-06-24,Sourdough Loaf,Bakery,3.99,False,36,0,648,196,840,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.0556
2023-06-24,Croissants 4pk,Bakery,2.49,False,23,0,511,140,600,False,3,2023-06-27,In Stock,Saturday,6,2023,True,False,0.045
2023-06-24,Bagels 6pk,Bakery,2.99,False,27,0,528,168,720,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.0511
2023-06-24,Banana Bread,Bakery,3.49,False,16,0,420,105,450,False,7,2023-07-01,In Stock,Saturday,6,2023,True,False,0.0381
2023-06-24,Chicken Breast 500g,Meat,5.99,False,59,0,326,280,1200,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.181
2023-06-24,Ground Beef 500g,Meat,4.99,False,48,0,1285,245,1050,True,4,2023-06-28,Reordered,Saturday,6,2023,True,False,0.0374
2023-06-24,Pork Chops 400g,Meat,4.49,False,32,0,247,140,600,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.1296
2023-06-24,Salmon Fillet 300g,Meat,6.79,True,37,0,322,175,750,False,3,2023-06-27,In Stock,Saturday,6,2023,True,False,0.1149
2023-06-24,Turkey Slices 200g,Meat,3.99,False,33,0,167,126,540,False,7,2023-07-01,In Stock,Saturday,6,2023,True,False,0.1976
2023-06-24,Apples 1kg,Produce,2.49,False,91,0,1064,350,1500,False,21,2023-07-15,In Stock,Saturday,6,2023,True,False,0.0855
2023-06-24,Bananas 1kg,Produce,1.29,False,77,0,1388,420,1800,False,7,2023-07-01,In Stock,Saturday,6,2023,True,False,0.0555
2023-06-24,Broccoli 400g,Produce,1.99,False,53,0,727,245,1050,False,7,2023-07-01,In Stock,Saturday,6,2023,True,False,0.0729
2023-06-24,Carrots 1kg,Produce,1.49,False,54,0,924,280,1200,False,21,2023-07-15,In Stock,Saturday,6,2023,True,False,0.0584
2023-06-24,Spinach 200g,Produce,2.29,False,39,0,646,196,840,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.0604
2023-06-24,Tomatoes 500g,Produce,2.19,False,81,0,839,294,1260,False,10,2023-07-04,In Stock,Saturday,6,2023,True,False,0.0965
2023-06-24,Strawberries 250g,Produce,3.49,False,42,0,771,210,900,False,5,2023-06-29,In Stock,Saturday,6,2023,True,False,0.0545
2023-06-24,Frozen Pizza,Frozen,4.99,False,48,0,1071,224,960,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0448
2023-06-24,Frozen Peas 500g,Frozen,1.79,False,43,0,945,196,840,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0455
2023-06-24,Ice Cream 1L,Frozen,3.99,False,42,0,1107,245,1050,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0379
2023-06-24,Frozen Chips 750g,Frozen,2.49,False,50,0,1226,280,1200,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0408
2023-06-24,Frozen Berries 400g,Frozen,3.29,False,25,0,702,154,660,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0356
2023-06-24,Orange Juice 1L,Beverages,2.54,True,62,0,1253,315,1350,False,14,2023-07-08,In Stock,Saturday,6,2023,True,False,0.0495
2023-06-24,Sparkling Water 1.5L,Beverages,0.99,False,49,0,1544,385,1650,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0317
2023-06-24,Cola 2L,Beverages,1.69,True,103,0,1417,420,1800,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0727
2023-06-24,Coffee Beans 250g,Beverages,6.99,False,40,0,655,140,600,False,180,2023-12-21,In Stock,Saturday,6,2023,True,False,0.0611
2023-06-24,Green Tea 20pk,Beverages,2.49,False,28,0,540,126,540,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0519
2023-06-24,Pasta 500g,Pantry,1.29,False,42,0,1175,336,1440,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0357
2023-06-24,Rice 1kg,Pantry,1.99,False,42,0,1081,294,1260,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0389
2023-06-24,Olive Oil 500ml,Pantry,5.49,False,23,0,588,154,660,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0391
2023-06-24,Tomato Sauce 400g,Pantry,1.49,False,36,0,963,266,1140,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0374
2023-06-24,Cornflakes 500g,Pantry,2.99,False,38,0,760,210,900,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.05
2023-06-24,Peanut Butter 340g,Pantry,2.79,False,31,0,672,175,750,False,365,2024-06-23,In Stock,Saturday,6,2023,True,False,0.0461
2023-06-24,Honey 340g,Pantry,3.99,False,16,0,574,126,540,False,730,2025-06-23,In Stock,Saturday,6,2023,True,False,0.0279
2023-06-24,Canned Tuna 185g,Pantry,1.69,True,40,0,707,224,960,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.0566
2023-06-24,Shampoo 300ml,Personal Care,4.99,False,25,0,329,105,450,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.076
2023-06-24,Hand Soap 250ml,Personal Care,2.49,False,35,0,386,140,600,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.0907
2023-06-24,Toothpaste 100ml,Personal Care,2.99,False,35,0,391,126,540,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.0895
2023-06-24,Laundry Detergent 1kg,Household,7.99,False,12,0,346,84,360,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.0347
2023-06-24,Dish Soap 500ml,Household,2.29,False,37,0,518,154,660,False,1095,2026-06-23,In Stock,Saturday,6,2023,True,False,0.0714
2023-06-25,Whole Milk 1L,Dairy,1.89,False,53,0,1030,315,1350,False,14,2023-07-09,In Stock,Sunday,6,2023,True,False,0.0515
2023-06-25,Cheddar Cheese 200g,Dairy,3.49,False,25,0,637,154,660,False,30,2023-07-25,In Stock,Sunday,6,2023,True,False,0.0392
2023-06-25,Greek Yogurt 500g,Dairy,2.79,False,39,0,717,210,900,False,21,2023-07-16,In Stock,Sunday,6,2023,True,False,0.0544
2023-06-25,Butter 250g,Dairy,2.99,False,20,0,484,126,540,False,60,2023-08-24,In Stock,Sunday,6,2023,True,False,0.0413
2023-06-25,Eggs 12pk,Dairy,3.29,False,50,0,1024,266,1140,False,28,2023-07-23,In Stock,Sunday,6,2023,True,False,0.0488
2023-06-25,White Bread,Bakery,1.99,False,50,0,1250,385,1650,False,7,2023-07-02,In Stock,Sunday,6,2023,True,False,0.04
2023-06-25,Sourdough Loaf,Bakery,3.99,False,30,0,618,196,840,False,5,2023-06-30,In Stock,Sunday,6,2023,True,False,0.0485
2023-06-25,Croissants 4pk,Bakery,2.49,False,27,0,484,140,600,False,3,2023-06-28,In Stock,Sunday,6,2023,True,False,0.0558
2023-06-25,Bagels 6pk,Bakery,2.99,False,27,0,501,168,720,False,5,2023-06-30,In Stock,Sunday,6,2023,True,False,0.0539
2023-06-25,Banana Bread,Bakery,3.49,False,17,0,403,105,450,False,7,2023-07-02,In Stock,Sunday,6,2023,True,False,0.0422
2023-06-25,Chicken Breast 500g,Meat,5.99,False,61,0,1465,280,1200,True,5,2023-06-30,Reordered,Sunday,6,2023,True,False,0.0416
2023-06-25,Ground Beef 500g,Meat,4.99,False,59,0,1226,245,1050,False,4,2023-06-29,In Stock,Sunday,6,2023,True,False,0.0481
2023-06-25,Pork Chops 400g,Meat,4.49,False,21,0,226,140,600,False,5,2023-06-30,In Stock,Sunday,6,2023,True,False,0.0929
2023-06-25,Salmon Fillet 300g,Meat,7.99,False,39,0,283,175,750,False,3,2023-06-28,In Stock,Sunday,6,2023,True,False,0.1378
2023-06-25,Turkey Slices 200g,Meat,3.99,False,24,0,143,126,540,False,7,2023-07-02,In Stock,Sunday,6,2023,True,False,0.1678
2023-06-25,Apples 1kg,Produce,2.49,False,73,0,991,350,1500,False,21,2023-07-16,In Stock,Sunday,6,2023,True,False,0.0737
2023-06-25,Bananas 1kg,Produce,1.1,True,101,0,1287,420,1800,False,7,2023-07-02,In Stock,Sunday,6,2023,True,False,0.0785
2023-06-25,Broccoli 400g,Produce,1.99,False,41,0,686,245,1050,False,7,2023-07-02,In Stock,Sunday,6,2023,True,False,0.0598
2023-06-25,Carrots 1kg,Produce,1.49,False,48,0,876,280,1200,False,21,2023-07-16,In Stock,Sunday,6,2023,True,False,0.0548
2023-06-25,Spinach 200g,Produce,2.29,False,28,0,618,196,840,False,5,2023-06-30,In Stock,Sunday,6,2023,True,False,0.0453
2023-06-25,Tomatoes 500g,Produce,2.19,False,55,0,784,294,1260,False,10,2023-07-05,In Stock,Sunday,6,2023,True,False,0.0702
2023-06-25,Strawberries 250g,Produce,3.49,False,51,0,720,210,900,False,5,2023-06-30,In Stock,Sunday,6,2023,True,False,0.0708
2023-06-25,Frozen Pizza,Frozen,4.99,False,43,0,1028,224,960,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0418
2023-06-25,Frozen Peas 500g,Frozen,1.79,False,30,0,915,196,840,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0328
2023-06-25,Ice Cream 1L,Frozen,3.99,False,44,0,1063,245,1050,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0414
2023-06-25,Frozen Chips 750g,Frozen,2.49,False,42,0,1184,280,1200,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0355
2023-06-25,Frozen Berries 400g,Frozen,3.29,False,25,0,677,154,660,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0369
2023-06-25,Orange Juice 1L,Beverages,2.99,False,71,0,1182,315,1350,False,14,2023-07-09,In Stock,Sunday,6,2023,True,False,0.0601
2023-06-25,Sparkling Water 1.5L,Beverages,0.99,False,67,0,1477,385,1650,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0454
2023-06-25,Cola 2L,Beverages,1.69,True,107,0,1310,420,1800,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0817
2023-06-25,Coffee Beans 250g,Beverages,6.99,False,29,0,626,140,600,False,180,2023-12-22,In Stock,Sunday,6,2023,True,False,0.0463
2023-06-25,Green Tea 20pk,Beverages,2.49,False,27,0,513,126,540,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.0526
2023-06-25,Pasta 500g,Pantry,1.29,False,49,0,1126,336,1440,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.0435
2023-06-25,Rice 1kg,Pantry,1.99,False,50,0,1031,294,1260,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.0485
2023-06-25,Olive Oil 500ml,Pantry,4.67,True,27,0,561,154,660,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.0481
2023-06-25,Tomato Sauce 400g,Pantry,1.49,False,43,0,920,266,1140,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.0467
2023-06-25,Cornflakes 500g,Pantry,2.99,False,35,0,725,210,900,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0483
2023-06-25,Peanut Butter 340g,Pantry,2.79,False,26,0,646,175,750,False,365,2024-06-24,In Stock,Sunday,6,2023,True,False,0.0402
2023-06-25,Honey 340g,Pantry,3.99,False,21,0,553,126,540,False,730,2025-06-24,In Stock,Sunday,6,2023,True,False,0.038
2023-06-25,Canned Tuna 185g,Pantry,1.99,False,32,0,675,224,960,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0474
2023-06-25,Shampoo 300ml,Personal Care,4.99,False,19,0,310,105,450,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0613
2023-06-25,Hand Soap 250ml,Personal Care,2.49,False,25,0,361,140,600,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0693
2023-06-25,Toothpaste 100ml,Personal Care,2.99,False,22,0,369,126,540,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0596
2023-06-25,Laundry Detergent 1kg,Household,7.99,False,12,0,334,84,360,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0359
2023-06-25,Dish Soap 500ml,Household,2.29,False,26,0,492,154,660,False,1095,2026-06-24,In Stock,Sunday,6,2023,True,False,0.0528
2023-06-26,Whole Milk 1L,Dairy,1.89,False,56,0,974,315,1350,False,14,2023-07-10,In Stock,Monday,6,2023,False,False,0.0575
2023-06-26,Cheddar Cheese 200g,Dairy,2.97,True,28,0,609,154,660,False,30,2023-07-26,In Stock,Monday,6,2023,False,False,0.046
2023-06-26,Greek Yogurt 500g,Dairy,2.79,False,25,0,692,210,900,False,21,2023-07-17,In Stock,Monday,6,2023,False,False,0.0361
2023-06-26,Butter 250g,Dairy,2.99,False,22,0,462,126,540,False,60,2023-08-25,In Stock,Monday,6,2023,False,False,0.0476
2023-06-26,Eggs 12pk,Dairy,3.29,False,37,0,987,266,1140,False,28,2023-07-24,In Stock,Monday,6,2023,False,False,0.0375
2023-06-26,White Bread,Bakery,1.99,False,56,0,1194,385,1650,False,7,2023-07-03,In Stock,Monday,6,2023,False,False,0.0469
2023-06-26,Sourdough Loaf,Bakery,3.99,False,22,0,596,196,840,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.0369
2023-06-26,Croissants 4pk,Bakery,2.49,False,19,0,465,140,600,False,3,2023-06-29,In Stock,Monday,6,2023,False,False,0.0409
2023-06-26,Bagels 6pk,Bakery,2.99,False,23,0,478,168,720,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.0481
2023-06-26,Banana Bread,Bakery,3.49,False,11,0,392,105,450,False,7,2023-07-03,In Stock,Monday,6,2023,False,False,0.0281
2023-06-26,Chicken Breast 500g,Meat,5.99,False,52,0,1413,280,1200,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.0368
2023-06-26,Ground Beef 500g,Meat,4.99,False,50,0,1176,245,1050,False,4,2023-06-30,In Stock,Monday,6,2023,False,False,0.0425
2023-06-26,Pork Chops 400g,Meat,4.49,False,23,0,203,140,600,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.1133
2023-06-26,Salmon Fillet 300g,Meat,7.99,False,36,0,247,175,750,False,3,2023-06-29,In Stock,Monday,6,2023,False,False,0.1457
2023-06-26,Turkey Slices 200g,Meat,3.99,False,20,0,663,126,540,True,7,2023-07-03,Reordered,Monday,6,2023,False,False,0.0302
2023-06-26,Apples 1kg,Produce,2.49,False,67,0,924,350,1500,False,21,2023-07-17,In Stock,Monday,6,2023,False,False,0.0725
2023-06-26,Bananas 1kg,Produce,1.29,False,48,0,1239,420,1800,False,7,2023-07-03,In Stock,Monday,6,2023,False,False,0.0387
2023-06-26,Broccoli 400g,Produce,1.99,False,57,0,629,245,1050,False,7,2023-07-03,In Stock,Monday,6,2023,False,False,0.0906
2023-06-26,Carrots 1kg,Produce,1.27,True,59,0,817,280,1200,False,21,2023-07-17,In Stock,Monday,6,2023,False,False,0.0722
2023-06-26,Spinach 200g,Produce,2.29,False,32,0,586,196,840,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.0546
2023-06-26,Tomatoes 500g,Produce,2.19,False,35,0,749,294,1260,False,10,2023-07-06,In Stock,Monday,6,2023,False,False,0.0467
2023-06-26,Strawberries 250g,Produce,3.49,False,37,0,683,210,900,False,5,2023-07-01,In Stock,Monday,6,2023,False,False,0.0542
2023-06-26,Frozen Pizza,Frozen,4.99,False,28,0,1000,224,960,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.028
2023-06-26,Frozen Peas 500g,Frozen,1.79,False,34,0,881,196,840,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0386
2023-06-26,Ice Cream 1L,Frozen,3.99,False,42,0,1021,245,1050,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0411
2023-06-26,Frozen Chips 750g,Frozen,2.49,False,39,0,1145,280,1200,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0341
2023-06-26,Frozen Berries 400g,Frozen,3.29,False,29,0,648,154,660,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0448
2023-06-26,Orange Juice 1L,Beverages,2.99,False,63,0,1119,315,1350,False,14,2023-07-10,In Stock,Monday,6,2023,False,False,0.0563
2023-06-26,Sparkling Water 1.5L,Beverages,0.99,False,78,0,1399,385,1650,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0558
2023-06-26,Cola 2L,Beverages,1.99,False,75,0,1235,420,1800,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0607
2023-06-26,Coffee Beans 250g,Beverages,6.99,False,19,0,607,140,600,False,180,2023-12-23,In Stock,Monday,6,2023,False,False,0.0313
2023-06-26,Green Tea 20pk,Beverages,2.12,True,26,0,487,126,540,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0534
2023-06-26,Pasta 500g,Pantry,1.29,False,41,0,1085,336,1440,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0378
2023-06-26,Rice 1kg,Pantry,1.99,False,29,0,1002,294,1260,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0289
2023-06-26,Olive Oil 500ml,Pantry,5.49,False,23,0,538,154,660,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0428
2023-06-26,Tomato Sauce 400g,Pantry,1.49,False,44,0,876,266,1140,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0502
2023-06-26,Cornflakes 500g,Pantry,2.99,False,26,0,699,210,900,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.0372
2023-06-26,Peanut Butter 340g,Pantry,2.79,False,29,0,617,175,750,False,365,2024-06-25,In Stock,Monday,6,2023,False,False,0.047
2023-06-26,Honey 340g,Pantry,3.99,False,16,0,537,126,540,False,730,2025-06-25,In Stock,Monday,6,2023,False,False,0.0298
2023-06-26,Canned Tuna 185g,Pantry,1.99,False,27,0,648,224,960,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0417
2023-06-26,Shampoo 300ml,Personal Care,4.99,False,14,0,296,105,450,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0473
2023-06-26,Hand Soap 250ml,Personal Care,2.49,False,27,0,334,140,600,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0808
2023-06-26,Toothpaste 100ml,Personal Care,2.99,False,17,0,352,126,540,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0483
2023-06-26,Laundry Detergent 1kg,Household,7.99,False,12,0,322,84,360,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0373
2023-06-26,Dish Soap 500ml,Household,2.29,False,19,0,473,154,660,False,1095,2026-06-25,In Stock,Monday,6,2023,False,False,0.0402
2023-06-27,Whole Milk 1L,Dairy,1.89,False,41,0,933,315,1350,False,14,2023-07-11,In Stock,Tuesday,6,2023,False,False,0.0439
2023-06-27,Cheddar Cheese 200g,Dairy,3.49,False,25,0,584,154,660,False,30,2023-07-27,In Stock,Tuesday,6,2023,False,False,0.0428
2023-06-27,Greek Yogurt 500g,Dairy,2.79,False,28,0,664,210,900,False,21,2023-07-18,In Stock,Tuesday,6,2023,False,False,0.0422
2023-06-27,Butter 250g,Dairy,2.99,False,16,0,446,126,540,False,60,2023-08-26,In Stock,Tuesday,6,2023,False,False,0.0359
2023-06-27,Eggs 12pk,Dairy,3.29,False,44,0,943,266,1140,False,28,2023-07-25,In Stock,Tuesday,6,2023,False,False,0.0467
2023-06-27,White Bread,Bakery,1.99,False,61,0,1133,385,1650,False,7,2023-07-04,In Stock,Tuesday,6,2023,False,False,0.0538
2023-06-27,Sourdough Loaf,Bakery,3.99,False,27,0,569,196,840,False,5,2023-07-02,In Stock,Tuesday,6,2023,False,False,0.0475
2023-06-27,Croissants 4pk,Bakery,2.49,False,16,0,449,140,600,False,3,2023-06-30,In Stock,Tuesday,6,2023,False,False,0.0356
2023-06-27,Bagels 6pk,Bakery,2.99,False,20,0,458,168,720,False,5,2023-07-02,In Stock,Tuesday,6,2023,False,False,0.0437
2023-06-27,Banana Bread,Bakery,3.49,False,13,0,379,105,450,False,7,2023-07-04,In Stock,Tuesday,6,2023,False,False,0.0343
2023-06-27,Chicken Breast 500g,Meat,5.99,False,47,0,1366,280,1200,False,5,2023-07-02,In Stock,Tuesday,6,2023,False,False,0.0344
2023-06-27,Ground Beef 500g,Meat,4.99,False,33,0,1143,245,1050,False,4,2023-07-01,In Stock,Tuesday,6,2023,False,False,0.0289
2023-06-27,Pork Chops 400g,Meat,4.49,False,25,0,178,140,600,False,5,2023-07-02,In Stock,Tuesday,6,2023,False,False,0.1404
2023-06-27,Salmon Fillet 300g,Meat,7.99,False,28,0,219,175,750,False,3,2023-06-30,In Stock,Tuesday,6,2023,False,False,0.1279
2023-06-27,Turkey Slices 200g,Meat,3.99,False,15,0,648,126,540,False,7,2023-07-04,In Stock,Tuesday,6,2023,False,False,0.0231
2023-06-27,Apples 1kg,Produce,2.49,False,49,0,875,350,1500,False,21,2023-07-18,In Stock,Tuesday,6,2023,False,False,0.056
2023-06-27,Bananas 1kg,Produce,1.29,False,63,0,1176,420,1800,False,7,2023-07-04,In Stock,Tuesday,6,2023,False,False,0.0536
2023-06-27,Broccoli 400g,Produce,1.69,True,40,0,589,245,1050,False,7,2023-07-04,In Stock,Tuesday,6,2023,False,False,0.0679
2023-06-27,Carrots 1kg,Produce,1.27,True,59,0,758,280,1200,False,21,2023-07-18,In Stock,Tuesday,6,2023,False,False,0.0778
2023-06-27,Spinach 200g,Produce,2.29,False,33,0,553,196,840,False,5,2023-07-02,In Stock,Tuesday,6,2023,False,False,0.0597
